a,b,c,expected
5966,7ad5,7a89,7c00
822d,411a,747c,747c
ba29,9601,66b9,66b9
a512,0771,6bbd,6bbd
f0f3,368a,41ee,ec0b
618d,c538,65ee,e847
1f20,942b,60e8,60e8
5611,c51c,b370,dfc1
b41d,6a02,c21f,e234
378e,deb0,56d6,d5cc
853b,4061,81ad,89ba
3de8,ed4f,feb1,7e00
c7e7,5985,6a4f,672a
73ed,2565,e493,e27a
6430,fb1b,9099,fc00
9fb7,44ff,5f66,5f66
acaf,8e85,3e34,3e34
0fec,09ba,de71,de71
26ff,fd4f,6e20,7e00
7c0b,71cd,f926,7e00
88f3,23ff,6c81,6c81
a94c,50ab,d312,d343
0a61,c988,c59e,c59f
194e,4083,82ee,1dfc
fe3e,9aad,389f,7e00
9150,8d84,65ec,65ec
69a6,c360,aadb,f135
a90c,f9c3,0b9b,6745
078c,37db,5cfa,5cfa
f67e,f36c,2538,7c00
c5e2,0967,3117,310f
d008,8006,8c64,8c64
6379,1963,3315,4179
5882,4a47,0803,6713
13ea,c8a9,5481,5481
e7b4,2b2d,0267,d6e9
fe05,6a38,ca55,7e00
5682,ba10,9149,d4ef
0857,50ee,1b3b,207b
6967,b826,fa9b,fac8
61fd,4ae6,937e,712a
632c,745d,9e5b,7c00
8583,07d1,ef26,ef26
7582,f97c,faed,fc00
2740,3860,600f,600f
2e2d,dcdd,4af9,cc06
d7a7,c0b6,d3e0,5b0c
02a3,dfbb,6a5e,6a5e
de23,5ca3,40ae,fc00
6b2f,7989,6715,7c00
2c1b,2ea3,951f,1d88
e26d,1a0c,62a1,629c
a9be,ac40,e6cf,e6cf
65da,be95,929e,e8d0
11af,d2dc,3495,33f2
0746,7936,72a7,72a8
0c83,8f4d,bb2a,bb2a
6b78,de50,2340,fc00
f270,a081,6bd1,6c06
4782,37b7,ead4,ead2
404c,1c30,8eee,2049
2d9a,8c79,b63b,b63b
41c2,93c4,44fd,44fc
2df8,2ea4,8f7f,20b8
30fc,4a65,cf2f,ceb0
43c1,62dd,c5c5,6aa4
a51a,4c4c,9804,b583
2533,2ab9,7e18,7e00
dcf7,305a,833d,d167
cd8f,31af,9246,c3e6
37b3,1fea,8242,1b9e
288e,a5d0,17c2,1473
e93c,6ec1,4c6d,fc00
0cc4,db97,7ade,7ade
d1e3,a92b,99c6,3f98
a87e,a698,c8ea,c8ea
b313,4c74,30d8,c392
6a41,1c41,9289,4aa7
2331,5cf0,a745,4469
218a,8b70,375c,375c
749d,ddd4,329a,fc00
77ee,7429,0823,7c00
952c,34e0,fdee,7e00
ef1a,70fe,8937,fc00
9fa4,2cc5,b026,b02b
2387,954b,37ae,37ae
9ac2,2235,dc88,dc88
2eaa,bcf3,808b,b01f
6227,456d,5cef,6c7b
fb02,5160,a6f1,fc00
e04c,ab0b,14a4,4f91
ae86,2845,a6a8,a787
6583,11d6,ff03,7e00
2cc2,32a5,ec9a,ec9a
ff8a,855c,6c5c,7e00
2ca4,6a7a,f3b9,f39b
9fea,e587,579f,5827
a979,2f4d,3771,375d
9e53,2fd7,4ddc,4ddc
bcbb,c0c0,0d09,419e
0512,e026,16ac,a90d
b4af,d991,f2f6,f2ef
60e5,6b46,2fd7,7c00
a455,2b0f,f885,f885
696a,b5c6,a4d1,e3d0
ca62,dd79,04b0,6c5e
4e7d,ef57,9a4f,fc00
6192,cbd2,6fea,e9f4
f2c0,747c,9295,fc00
d51e,dc8d,361d,75d2
cb5e,db32,029f,6aa0
6c2a,3af3,1410,6b3c
2bdb,c661,d53d,d543
b710,46bc,2785,c1e3
c3ef,395c,0c08,c151
f19e,e19d,b43a,7c00
8348,dc76,57e9,57e9
6d89,3565,d33f,673d
55a0,7402,48dc,7c00
94e6,bb34,137b,1813
b928,66cd,410e,e45f
50f6,e9f2,fe89,7e00
2fcf,43e0,cc5b,cc3c
3ba6,bfea,fd17,7e00
f5ce,8b0c,82d2,451d
710a,788c,25a7,7c00
3aba,10df,6eb5,6eb5
603c,5959,b2ba,7c00
0b69,6a4f,6d90,6d90
09f0,8c8c,688c,688c
de8e,2eeb,be8a,d1df
a300,c47f,c222,c203
0ed1,b17b,10ab,1016
a839,2b80,51d5,51d5
b8b3,9cc1,465d,465e
1ab4,5351,a0c0,31d5
5e7f,b702,2a79,d9b1
35c9,95af,f7fb,f7fb
ba8e,7c42,3fcc,7e00
5c3d,53d7,9566,7427
a61d,c4aa,abfd,2a45
2d1f,ec62,3f22,dd95
2536,c80e,12a1,b141
23e6,eae1,b451,d2d4
8062,3316,e776,e776
d99f,22b1,2b31,c097
c7d2,255c,41a7,4153
8d71,3f2b,9a0b,9b43
8243,3c15,e6aa,e6aa
a56c,f4ce,e654,e4b3
8ca9,457c,d462,d462
6ce9,dd92,0d47,fc00
dfe3,67ce,b972,fc00
9683,1c98,1ab2,1ab2
a93b,b8a4,6c19,6c19
f4c8,e42b,6136,7c00
34b1,2d1e,76c5,76c5
537d,1d98,a17e,3510
a83b,1c85,9592,962b
f784,ccc4,fbba,7c00
f7b5,3604,bbb0,f1cc
6913,0a6d,84ef,3813
d0b5,47cc,c7c8,dcb5
ed7b,114d,e98c,e98e
b06e,c3e0,e72f,e72e
86d6,abdd,06be,06be
7c51,1c51,ceaa,7e00
36e3,32cd,8f8b,2dd3
bb26,8f5a,a938,a92b
2ddc,c0c6,bdce,beae
f7d2,2f08,aad3,eae0
696f,50eb,fbfc,7c00
cdbd,fc15,9323,7e00
74df,8482,f470,f470
5f51,470f,f182,efca
1fcb,5cd7,c9b9,c88b
7aca,0496,a1f7,43c3
5d20,5643,3d3c,7803
dd0d,8aa5,23c8,2d2b
d761,94ed,c267,c21e
5bb4,373c,74a0,74a7
ee52,4564,84c2,f842
ea37,aebc,7d64,7e00
d625,ee1a,4ef0,7c00
6227,5705,2edf,7c00
3f75,a72f,0b11,aaab
f69f,cfd3,8123,7c00
9d4e,3496,5bf2,5bf2
c40d,3b54,e82d,e82f
3282,7906,cb10,7014
b1c3,8539,a36c,a36c
d4b1,3a62,a545,d37d
b1df,06e2,0c2d,0c2d
84ba,af15,5fc7,5fc7
d9da,139b,c081,c0da
e2ba,8e35,9041,3536
2bbe,c3ed,539a,5392
f486,7c8b,0107,7e00
1a88,44d5,a291,194c
0ae6,0fdb,1725,1725
5b7d,bf21,21c5,deac
38de,4dfa,590e,5982
5cbc,c0f4,0678,e1dd
7af0,aec3,d484,edef
b756,76cc,673c,f154
3af9,9e6c,5b1a,5b1a
6a2c,61b9,ce5e,7c00
65f7,2412,949d,4e12
bbe6,ef76,a7be,6f5e
dadd,dc84,e473,7b9b
0b3d,3d4a,d7c9,d7c9
a779,9b28,55f5,55f5
a2c0,73f4,664e,6577
0e54,7455,11df,46da
9099,9e4c,11c4,11c4
59cd,d935,f8b6,fc00
2243,33e8,cce7,cce7
f287,4488,ba5e,fb65
1982,4a1a,5e88,5e88
6bdc,19e1,629c,62b3
886e,9349,074c,074c
5440,c6a7,b84d,df13
42df,55cf,0f37,5cfd
6019,6a76,a020,7c00
275e,76c7,537b,62b6
6e98,9560,66dd,66d4
5f80,9fff,8700,c37f
f91a,0f43,ab24,cca5
6917,192b,aa57,4686
7305,7e26,1bc0,7e00
025c,fe57,07cc,7e00
ed5b,f10e,3abf,7c00
6d1e,7fd5,cbcb,7e00
0690,be19,0d4c,0997
cf34,1528,1bac,a82a
7650,8c99,b932,c7e7
155b,bc25,5db1,5db1
5fa9,b229,679f,6741
4bd4,596e,4808,6954
f464,fbcf,4272,7c00
5284,a9a5,bf88,c42e
d145,864e,52d1,52d1
1044,3bfb,55a8,55a8
4849,866a,25cf,2598
3aec,8e1a,8370,8d47
52a7,ef34,de16,fc00
fb5b,9b4a,54fe,5c9a
2683,0443,8c4f,8c4f
1df7,ed1b,211c,cf9c
a3f8,6cec,1139,d4e7
2490,64c5,02ec,4d71
5f11,c48c,4ffd,e7e8
4ee9,c6bf,c5bb,da02
42bc,aba2,90d8,b272
1336,61a2,7b29,7b29
fe8a,d14b,3774,7e00
bbb5,e3a5,f61f,f5e4
9c4d,f498,c8e0,5454
6b6f,517b,9de1,7c00
f6ea,94e6,113a,503c
3363,70c5,05b8,6867
ad28,4283,8886,b433
9be2,5912,ef1e,ef1e
4793,2494,aefc,26c0
b318,da8b,c361,5157
9f90,966a,75df,75df
2c00,0dce,34c0,34c0
bfbe,c418,d0c6,cf91
3ca1,452b,59c5,59f5
eae5,4b63,3500,fa5e
98ce,f74c,0f14,5462
604c,82a7,9790,9790
5c90,394b,22a1,5a0a
3526,4c67,c24a,410c
3e0d,644e,8456,6683
e483,ada0,d698,c400
e56c,3a28,66d5,6152
6d9f,baff,0f00,ecea
bd3e,d0d7,f634,f631
df86,752a,8578,fc00
caa4,5ac5,fc0e,7e00
f874,08a1,e5be,e5c3
cdc0,f5e6,36f2,7c00
72c7,2f22,72cb,738c
082d,c117,ef80,ef80
934c,4ae4,12ce,a1dc
29a1,5d24,af0c,4b2e
3e7d,248f,7923,7923
8ac5,fa74,14f1,4976
a2e1,304b,cd35,cd35
da72,3f2b,8ea5,ddc6
e9ae,17b0,18a3,c574
8f3f,87be,576a,576a
5017,4a43,2958,5e67
93f2,cae8,dd0a,dd0a
c12d,a602,9986,2b6e
3f35,1477,5c0a,5c0a
6240,8f28,0fb6,b595
0a68,10ba,b8f0,b8f0
5f19,1035,728d,728d
c8ae,d269,d98f,5cb8
3e8b,8ef3,e0dc,e0dc
9e3a,0e9f,f709,f709
b1dc,c77e,6765,6766
bc52,af36,bb48,ba4f
49f2,5e58,8612,6cb7
b026,2488,4190,418f
675a,28f1,4787,5502
f956,81b6,13f6,13f6
294c,83a8,2c87,2c87
a48c,90cc,2936,2936
e6d0,6393,5744,fc00
7998,f70f,e4ff,fc00
8a2a,25fb,1d51,1d51
d63a,f248,aaa2,7c00
0f89,f962,c7fd,cf11
a7e4,0474,d892,d892
eb0c,71e3,e6d8,fc00
4644,3650,e6a1,e69f
f37c,33aa,d6d6,eb63
95fd,a542,cb09,cb09
709f,0779,a0fd,3c47
d0e0,5146,228c,e66d
85a5,e90a,937c,3315
ac0e,dbd6,f952,f952
3307,7efb,0830,7e00
91d7,9041,2e65,2e65
139d,f3ab,4fb5,4c0f
b760,9b52,199e,1c7f
c717,0f55,67a6,67a6
925c,b621,303c,303e
dc74,3103,0db1,d194
0b6d,4db4,dfd0,dfd0
d572,769b,13a5,fc00
daff,a283,4a8f,4bfc
47a9,bcaa,56eb,565c
193f,02e3,076f,076f
fa1e,604e,9008,fc00
55e3,d3c3,8fd2,edb6
4721,33d7,1d8a,3f02
e8a2,689b,8b5b,fc00
f48a,8d25,b561,4580
458e,7fbc,0787,7e00
8ce8,ff64,67e8,7e00
9cc0,0f97,52b1,52b1
0489,73e7,3010,3cfd
754d,3500,500a,6ea8
caa8,7ee9,d102,7e00
d910,153f,dfca,dfcb
b157,7263,f2a0,f3b1
221f,1798,d171,d171
355a,88ae,d1aa,d1aa
7550,787e,ca50,7c00
c871,faed,f638,7c00
fba7,6bc3,bb51,fc00
aa4a,1828,37a7,37a7
e1cb,71ea,7ca4,7e00
7e49,180e,f4b9,7e00
c0b9,dd8a,c2e1,6283
79e9,9962,9487,d7f4
601e,7b6b,92fc,7c00
670e,1d5c,c24e,464d
5ff7,f3bf,e49e,fc00
ef86,c3dd,50ff,7767
92d8,cff6,dbce,dbce
a6cc,c149,5612,5613
10b0,d70e,6c02,6c02
3291,d095,fa64,fa64
11df,c8de,1e49,92e0
2ffa,ede8,5f2c,dc9c
fc77,c194,37a1,7e00
b05c,7649,149b,eada
1bb5,9389,831f,0000
9b4d,c01f,c1f4,c1f0
ea33,84f7,391d,3b0a
93b7,d247,f564,f564
90f5,ef92,5e15,5e28
0072,0a57,311b,311b
8da8,d4aa,8cc4,2685
8248,ee47,4e3a,4e3a
73b7,2b6a,9051,6326
11a7,ba74,dbcc,dbcc
fe6a,d4c5,d978,7e00
9f0f,2b11,a5a9,a5c2
0a7d,7a50,0801,491f
01d1,843f,c877,c877
1d0a,7a36,f901,f8f9
5e81,2138,d711,d6cd
0168,1e55,ff8f,7e00
381a,6110,a8e9,5d31
fc35,ac90,62fa,7e00
4305,4760,078c,4e79
7885,8f59,e9d2,e9da
32e5,d892,08eb,cfe1
27bc,aa59,66d5,66d5
998a,cad5,b5df,b548
fa06,e5d5,9305,7c00
f6fd,aa8e,c125,65b7
11a8,b7f6,c8b7,c8b7
8311,e8a2,a1e1,a1e1
812c,a97f,049c,049c
8dea,0144,d757,d757
9cfd,1a1f,8a5d,8a5d
7b04,f0ab,4661,fc00
0e31,e4e9,3f51,3d6a
93fd,15e3,6cf9,6cf9
b014,b995,afbc,a816
16a6,cf77,d854,d854
8b62,5b04,24a0,a829
7ec6,d0eb,8f17,7e00
3075,17ef,4a75,4a75
13f8,8226,a647,a647
bb0e,4345,3a04,c0e8
5cd6,e27f,1daf,fc00
c113,284b,bde9,be40
56eb,0f14,8bd5,2a17
fdd8,8a8b,6fc1,7e00
9d1d,5d06,2c64,be26
f839,7011,89bb,fc00
6d11,0ddb,caaf,c9c2
e221,c7c7,c3d2,6df4
e205,3776,4f75,dd26
3e2c,cb3b,bec6,ce00
dbd3,ab97,e0dc,e0be
42db,c1c4,f090,f091
76fa,85e3,c93d,ca86
9320,997d,20bd,20bd
7a05,7165,8102,7c00
07c9,adb5,610a,610a
e856,f9ad,2c83,7c00
7686,1f19,fc69,7e00
4e60,e1fc,eee8,f67f
88e9,5422,869b,a120
8af5,2528,24b1,24b1
68e2,8026,814f,0000
cc09,3646,3106,c62c
d918,e5c4,8cd9,7c00
339d,2e0a,4ec6,4ec7
e726,2b99,2fb8,d6c8
e2b6,03e3,0995,0995
df0b,8c3f,2d55,3268
4741,91bb,5cbd,5cbd
1733,92e7,8a3d,8a3d
02cb,cdc0,238e,238e
3727,8c06,7536,7536
3ae5,3924,2fed,396c
87d5,fa60,8fa0,463e
031c,296a,7c92,7e00
2b44,628d,06ee,51f3
5288,1484,2ea2,3129
0b7c,f054,a66d,c01a
78ea,b59b,4a2c,f2e1
2d01,1c6f,4305,4305
7c1e,f79f,804a,7e00
c8ba,de0d,8e49,6b26
28e6,75ba,2b80,6303
2136,ef1e,4a3a,d3b8
2b07,3fc1,3862,393c
61de,c30b,b59e,e92a
db62,55df,2050,f56b
9e7d,a9b8,b287,b285
0892,b534,f763,f763
868a,8e6b,e1b8,e1b8
10c4,feba,7e9b,7e00
8b01,767d,668a,6684
1f3f,a891,472e,472e
0e70,6034,2984,3412
3912,e184,c627,df17
61d2,254b,d363,d176
33db,9e6d,3daf,3dad
d3e2,dae5,5716,72d9
8e36,9ca1,21d6,21d6
50e0,c5e9,2039,db34
04cc,7961,2bfa,4293
68dc,09fe,669d,669d
543c,d751,8d37,efbf
0f62,e184,9883,b520
a2c4,7826,0ece,df04
67ed,3e48,b6ed,6a39
8631,4447,68eb,68eb
c9c9,5f15,2a57,ed1f
ca17,4448,8695,d285
2ff6,9a21,21af,217e
e3cb,37d0,7683,7665
a270,da38,a13e,40fc
8bfc,3b9d,d563,d563
70c0,3160,4d5a,6677
e14d,4903,0422,eea4
ef20,abb2,9a77,5edb
0e71,6ff5,e40b,e408
b9c3,4561,464d,40db
d201,195a,8d77,b007
6be9,8cde,05a0,bcd0
ddf9,37da,e92c,e98a
0eb7,799b,7361,7363
211d,2fe4,1aa1,1c93
5780,207b,0d33,3c33
708c,6ed1,d3a7,7c00
cbc0,9108,8045,20e0
9b72,7c47,5347,7e00
03f2,5157,6b30,6b30
eb18,b17c,9a72,60dd
1e19,1399,6266,6266
7ba7,9072,3f21,d008
0af4,9087,5f6d,5f6d
1e01,e274,2d51,c4c3
710f,25db,c4c7,5b42
43be,1911,cea6,cea5
7ca9,2dd2,151f,7e00
5dbd,0d7e,b71f,b527
8069,a8ef,8154,0000
71dc,f3ec,b5c4,fc00
20d3,5415,54f0,54fa
e41a,d26a,6d77,7b43
1400,a18c,c0e0,c0e0
32e6,3985,8a8c,30c0
eeff,c7f5,9d4d,7af5
3cc7,60c2,2da4,61af
44ef,aacb,c687,c6ca
8cdc,9013,513d,513d
8d96,8cc3,5e18,5e18
d21f,e570,9a7e,7c00
7776,47b9,8198,7c00
8544,c589,693f,693f
cb9e,8183,99b8,99b8
30c6,c121,e468,e468
9494,d352,4486,4497
2be1,4078,d239,d235
79fa,e0a0,9ca9,fc00
7234,0178,f854,f854
cab6,d5fd,29b1,6506
dca5,3450,77fd,77f8
db2d,c050,230e,5fbd
1287,0e30,1c34,1c34
8672,a224,c552,c552
6adc,fd25,9360,7e00
719b,d767,fb3c,fc00
f460,ad7f,ae06,6603
0ee2,8fc7,ad06,ad06
73ec,e03a,7994,fc00
4df0,c098,16c2,d2d2
4a1f,c7af,d2b6,d89e
dc4a,9ad4,6a5f,6a5f
7941,8b96,b6ac,c930
d389,9c4d,1c36,341e
0abb,7708,5052,510f
5e02,7f1f,d235,7e00
80d6,3ed2,664b,664b
bf16,550d,16a3,d879
f5af,bee9,fe42,7e00
9e89,c3d5,7843,7843
024e,c533,32f8,32f8
a062,a830,9a2b,9998
fb7f,71f9,1184,fc00
ab5b,4ff0,57e7,57ca
31ed,c6da,638e,638b
16dd,a587,08b6,08b6
ca70,b378,ad13,41da
efcc,ae85,4a00,6273
59ad,2b7a,5da9,5dd3
30f1,66d1,f3c5,f3a3
a6b0,1a63,f0f0,f0f0
98d9,a421,5ae3,5ae3
0bb8,a010,bf58,bf58
22be,5cf7,2f3c,444c
533a,cb5b,aa4e,e2a5
3d83,50da,36a0,52bc
2f93,a594,10e7,980e
9528,5649,1d2b,afc7
ee1f,08bf,f166,f166
99a4,96fc,e6bc,e6bc
3119,0595,5927,5927
533a,8831,accc,ad45
afdf,1648,53e4,53e4
6de9,25ff,1ca6,586e
bb0f,f261,5f49,71db
d157,0189,6cac,6cac
0359,c7a1,ed3e,ed3e
41e4,6643,e0fd,6bf9
b55c,f1d5,16d8,6bd0
d80a,f5ed,62f6,7c00
6453,dd57,2aee,fc00
185e,3e98,f144,f144
af9e,f6eb,6eb8,7102
3e56,d0f7,0ab4,d3dd
93d0,4cc1,7737,7737
2441,56da,2215,3f55
19d0,31b4,4cb8,4cb8
e920,38f9,397c,e65e
4e04,c50c,5b90,5789
072a,ef53,91d3,ba90
55db,6979,068b,7c00
d7d3,76c6,8178,fc00
b737,22c4,c11c,c11f
a018,530a,e8a8,e8a8
418a,1c5f,b525,b4f5
b474,4651,00bd,bf08
6478,93f9,1e4e,bc6e
c5d0,d397,d62b,5bf2
ddfc,9412,3f24,4055
0884,bee6,6203,6203
8c00,2bdd,567d,567d
ed10,96aa,4863,4c4e
e731,9b9d,29ea,46e4
d1bf,5b71,1fd1,f158
0e23,2000,c7c4,c7c4
1877,82d1,bd1c,bd1c
62d0,cdd4,8141,f4f7
4c23,ae3d,7093,7093
4652,4735,b651,51a5
bb6a,a58c,9e2e,2331
4c4a,8ee0,8570,9f75
cd9b,5a7f,2236,ec8d
f6aa,a1e9,0f2b,5cec
0a14,bedd,8f34,9236
40ae,207b,91df,250f
2a78,a956,a698,a722
485f,d3e4,72a8,7263
149e,300c,8605,0000
6900,de87,2237,fc00
60bd,d656,696e,fb2a
07c4,0fdc,3395,3395
d5bf,66c4,cc10,fc00
af91,c92c,b535,3b2e
e626,3540,f7f9,f80d
ec5e,abd7,b2b5,5c47
ee8f,e4c4,46ef,7c00
589f,2719,faa2,faa2
6a34,1574,87f8,443a
78aa,9ca8,ca17,d9cf
902b,9ece,9316,9316
a87d,d04a,eedd,eedd
31ac,0fdd,9336,9284
4545,6dfc,b36d,77e2
eb44,9c72,4aef,4f82
2cec,0e3f,c08d,c08d
4c1d,e483,ae05,f4a4
2026,7891,6532,6661
a466,6a69,15f6,d30c
6bb7,a7d8,2238,d790
b4ba,cb3c,1490,4446
70e0,9025,fecb,7e00
c4d0,9c58,4770,4775
ae24,7c90,445a,7e00
b81e,af0d,e2b4,e2b4
e523,ff55,40f7,7e00
7b78,6604,0727,7c00
26c5,1fe7,5dc4,5dc4
d857,5195,0b0d,ee0e
ee98,00d3,30c0,30c0
81b0,2e22,6fe4,6fe4
e7f9,82b3,94db,94db
2a9c,5cb9,56f9,57f3
3567,2b47,b9d1,b9aa
881e,3714,a585,a585
b608,1b1d,216b,20bf
f211,581d,59f8,fc00
b453,af3b,b0b6,af78
7e7a,1a09,6ef7,7e00
a38c,7e28,1b01,7e00
cc76,a504,49a0,49cd
0bc0,f8f7,8f24,c8cf
b53c,e339,8d0b,5cba
3c28,ae1b,f5d1,f5d1
0923,fa5d,5c29,5c08
e0b5,afb5,f425,f420
3b54,6466,df7a,6051
2d46,6044,04b9,51a0
3be2,2c4e,1788,2c5c
5c2f,28f6,ce91,cbf2
1272,b80b,daff,daff
a71a,96cd,8878,8878
c54c,fddd,077d,7e00
6aa3,2074,efb0,efa9
1773,3be8,f008,f008
d7a1,7c4b,71b1,7e00
2958,a831,4e15,4e15
9504,6a0e,a16a,c39d
afee,3b91,af76,b37b
3a4c,c70e,f6d8,f6d8
1ce1,9bc1,ef94,ef94
2956,6ad0,cfbc,5727
cd03,6d68,1f2f,fc00
1580,7406,bbbc,4d4a
80b4,345e,0122,0000
4414,c8bb,144b,d0d3
8d04,6982,e2ba,e2bc
324b,9278,aa09,aa0e
662d,f8b1,42bd,fc00
84ba,16dd,5590,5590
b5b7,b42b,7f6a,7e00
3692,4c91,cf19,cd39
6cfc,461b,a330,779c
641f,00f6,de66,de66
7c13,b054,af2d,7e00
61eb,0039,170f,170f
fc4b,e080,22ad,7e00
8f9f,370d,0a8d,0000
2c52,37c0,4d18,4d1a
6629,b370,80ec,ddba
1b76,640c,ff34,7e00
cfc3,2cbb,1ed3,c094
8643,1228,c705,c705
9c7b,396f,f719,f719
f8fd,cde9,28da,7c00
0e15,a29c,d070,d070
50e6,d327,4341,e85f
5723,3874,b8d6,53df
4b12,218f,4e57,4e61
ff21,26be,ef18,7e00
80ca,dc44,ffd3,7e00
73fb,a08d,4c14,d808
57d9,532b,b0b3,6f08
c065,4dce,e9e9,ea03
07d4,06cf,467c,467c
cb4a,e42f,3773,73a0
6cfd,d34d,07d4,fc00
cebd,e84f,0381,7b42
fd7f,7329,0ec1,7e00
669b,97f8,4a84,48df
4187,8a48,24d0,24ad
b7d2,306f,5829,5828
1899,47de,d777,d777
ae61,efdc,ad49,6244
6467,7239,468a,7c00
c3fa,8060,fdde,7e00
8695,9e35,385c,385c
5fa8,62d4,7fa7,7e00
8a8b,530f,ca2a,ca2b
6819,8d76,69dd,69dd
e3d6,8060,13d7,13d7
8c05,936d,c6e1,c6e1
8212,1916,697d,697d
2418,c55c,7974,7974
f00f,1901,045c,cd14
0e39,cce0,5691,5691
d3ab,64b5,4808,fc00
2801,d336,2084,bf2f
dc71,2efc,53f5,5014
1113,c683,4484,4483
3010,9e04,1831,1554
16c7,b8df,5f18,5f18
e218,be7f,f1f9,f15b
0bf5,4fd8,b7a9,b78a
299e,5dfa,e65b,e64a
49f6,f2ff,f92e,fc00
c3ce,27ea,af32,b376
1e36,d43b,f99a,f99a
8626,c64d,018c,10d8
a3df,3beb,dd22,dd22
1eaf,3beb,618d,618d
34eb,7123,d634,6a1f
c9a6,b87f,0284,4659
5b6e,1647,f689,f689
be01,0c5e,73f4,73f4
f426,557b,a898,fc00
d421,f4ce,64b7,7c00
7ce9,1750,7215,7e00
f56e,c76f,4820,7c00
c7c5,7fb9,1ad1,7e00
c39d,443e,69c2,69ba
44fd,cc5e,fb72,fb75
b80b,8389,eb75,eb75
8b3d,3af9,9fbe,9ff0
787f,f6a3,97b7,fc00
e485,4a9e,0d63,f37a
59a0,a349,b4be,c1b7
5ca5,3219,760f,7613
af97,cce8,9017,40a8
aa48,4198,f9eb,f9eb
e116,adb5,e342,e2ce
121f,d2c9,162e,a900
88a2,b0d5,5d8d,5d8d
4018,4aba,29b5,4ee5
f3ce,cf5d,f2de,7c00
d1cd,4b07,5587,e067
a5de,3164,10fe,9aa8
5ee4,d382,1360,f677
e18b,af9f,445f,558e
6994,00ea,0a7c,0a7c
52fd,4949,2d6b,609e
4c28,89a9,0938,998e
f2d9,24cc,8ebd,dc1b
a348,9ee0,755e,755e
f5b7,388b,3a37,f27e
beb9,3c96,ccd8,cd53
dbdc,06a0,b191,b261
0a28,b0eb,ae7f,ae7f
b18b,ae77,433d,4346
1c39,c5e3,0603,a631
2b0c,0a1e,a115,a115
c96d,ba64,50f7,520c
8da6,b4b9,231d,232a
4cf7,6f21,4b5e,7c00
8a85,8276,f759,f759
6fb0,fd2c,2c4c,7e00
4e5c,3031,38ff,43ea
4099,4626,aed5,4b03
4b33,6203,06a2,7169
d804,ac9b,217b,48a1
1414,4248,7889,7889
e7f8,00b6,d6e7,d6e7
a7a0,8227,da6a,da6a
7284,b148,d6d0,e884
8d20,5050,abc5,ac93
c65a,55da,bced,e0a7
d0cd,8584,0c50,1b29
f503,b968,92c6,72c6
9024,634d,3c73,391e
d38c,6d7d,1f9c,fc00
9570,9cf6,e5e1,e5e1
6f61,cee5,2c26,fc00
abaf,fbd8,b1a2,6b89
cabd,0293,915e,915e
9ced,d0ba,a42b,314d
c3b5,f4d8,9876,7c00
c579,40b9,33dc,ca57
eef1,ca33,f1b1,7c00
2fad,d9e1,bf89,ce1d
9d12,307a,8466,923a
e08a,3da7,2827,e26a
1c23,fd56,18b6,7e00
862b,44e5,9bd8,9c65
e3ab,6970,52ac,fc00
53d4,2ae5,01fd,42bf
92be,b2da,5301,5301
9085,12e2,b148,b148
9913,f9b6,7df3,7e00
6f60,6eae,675c,7c00
f61a,b800,f38c,e9c8
abc2,6040,cbd3,d214
da67,a2b9,28d9,4174
2fcb,36c5,fa75,fa75
bbb1,c708,8677,46c3
24b6,02a3,1d93,1d93
4b89,6689,709e,783c
3053,63d8,13ac,583d
4d1e,2aee,03e8,3c6f
ad08,9674,fd68,7e00
4ff0,6fd7,d503,7c00
87e4,6aac,8397,b695
25cd,81c7,2a70,2a70
8f5a,bf7c,78e9,78e9
d4b4,39dd,0d71,d2e5
f04d,abe7,6aa7,6bb7
a739,a4d1,4fcc,4fcc
e49c,b31b,7eaf,7e00
f47d,0e33,c0f1,c8b7
0d43,f7da,6123,610e
7697,6e79,60fe,7c00
a438,f3d7,af02,5c22
b92c,0312,69e6,69e6
3bb0,0288,35d5,35d5
9cf9,7095,06b6,d1b2
418f,4e77,a5c7,547e
b5d0,07ef,9ca4,9ca4
421a,84a2,48a2,48a2
e44d,a233,956a,4aaa
d9a8,3495,ca95,d410
ee73,3f4a,525f,f1da
e5da,a113,7dff,7e00
aead,fc21,2c52,7e00
2f3d,5f09,938c,525e
9d72,85f3,165b,165b
9607,81f4,89d5,89d5
f435,3cff,505b,f53f
638f,0910,1827,30d9
d8e9,8d30,01e7,2a5e
1a3d,1b12,1230,1230
7975,cf25,5851,fc00
ce3d,6724,a95c,f991
640e,d5d4,d73c,fc00
d937,0786,6472,6472
9fa3,2aef,ee55,ee55
4bf6,57a4,5a45,6831
2627,824d,d190,d190
df80,b92b,98c1,5cd8
4f29,7a2c,d165,7c00
29ad,7370,b263,6147
5836,49f1,8f14,6641
5d84,7bd3,f9a8,7c00
1ef9,7555,26a7,58a6
5d56,91f9,7df8,7e00
e3c0,510c,5857,f8e0
e758,056a,b1db,b56a
4843,c496,b2f0,d0ea
6b03,c2a7,153c,f1d5
de39,6f61,bb53,fc00
9810,d21d,717f,717f
e15b,3c97,25ef,e225
1ede,4fdf,cdfd,cdef
fb25,2aba,063e,ea02
b5dc,db3f,1e46,554f
15b3,d075,c135,c14e
4f8e,de37,44ec,f1dd
42c5,2735,b4ff,b2f2
7cd0,9d60,33bc,7e00
872b,aa00,4e3e,4e3e
4bba,4082,868c,505b
