a,b,sub,expected
777d,3553,0,777d
e187,bcbd,0,e189
3c0a,9e53,1,3c10
e98c,7c5b,1,fe5b
d9b9,87b2,1,d9b9
3a18,cee4,1,4f15
bd5c,8fde,1,bd5c
3f77,8685,0,3f77
a290,c9f1,0,c9f3
9344,4ddd,0,4ddd
711e,4e3a,0,7121
09ce,4907,1,c907
d69e,25d4,1,d69e
5106,0013,1,5106
5cf4,14d6,1,5cf4
293f,2a6b,1,a0b0
448e,0018,0,448e
26a5,6019,0,6019
9a3d,0a5a,0,99d7
cb61,fbb3,1,7bb3
84fd,3e26,0,3e26
b5c8,97a3,1,b5c0
b359,e9c0,1,69c0
f5e4,15e2,1,f5e4
f970,75af,0,f531
ff76,3b33,0,ff76
a87a,ac16,0,ae53
43a9,b894,1,4467
da34,fa89,0,fa8f
5ab4,b01e,0,5ab3
7aa8,b7d5,0,7aa8
7e84,099a,1,7e84
730b,abb8,1,730b
131c,580e,0,580e
da24,64c1,1,e586
c373,0d26,1,c373
85a8,bcbd,0,bcbd
1ae4,359d,1,b58f
1d26,f375,1,7375
e674,2984,1,e674
92db,bebb,1,3eba
cac4,799d,0,799d
a6b3,67e1,1,e7e1
742a,6c59,1,7228
9e34,c576,1,4574
f44d,65b1,0,f3e4
3f1e,869a,1,3f1e
996f,1674,0,946a
1deb,8f1d,0,1d79
bdc5,a6f4,0,bde1
9f35,5f1a,0,5f1a
0b0c,b79d,1,379e
6cba,9531,1,6cba
73a6,0885,0,73a6
13a2,13e8,0,17c5
17f1,6361,0,6361
2114,7008,1,f008
018a,4e8b,1,ce8b
74f7,7f6c,0,7f6c
b06e,9c15,0,b08f
93c3,d837,1,5837
a6af,c8f8,1,48f5
20a8,1bf7,1,1d54
8aad,6c70,1,ec70
7b3f,3289,0,7b3f
2504,bc1a,0,bc06
a612,c4f0,1,44ea
9c07,ec6b,1,6c6b
ae7c,48a9,1,c8b6
ba88,ced7,0,cf0b
ca14,d73f,0,d801
09fd,ac6a,1,2c6d
1c0d,49f0,0,49f1
c7d8,d3b2,0,d456
21a9,f8c4,0,f8c4
5fcb,143c,1,5fcb
80ef,5495,1,d495
df75,4fd3,0,def8
5647,076c,0,5647
d2f0,774d,1,f750
a2d8,d59d,1,559d
e1c7,a3c8,1,e1c7
43ec,b5e9,1,4455
61cf,a72f,0,61cf
bd7c,562f,0,5619
8cca,4ca1,0,4ca1
f67d,907e,1,f67d
cba6,14f0,0,cba6
dccb,6b72,1,ec06
e20f,03df,1,e20f
4846,a5af,1,4849
ef18,f4b5,1,71de
deab,4a46,1,dedd
6aad,40bd,1,6aac
5ae9,6977,0,69e6
a63c,974f,0,a6b1
43c0,0a80,0,43c0
d199,9b8e,0,d199
c128,dc96,1,5c8c
f094,a9fc,1,f094
1b50,a06a,0,9d2c
a421,9f79,1,a086
c553,aeaf,0,c56e
3c55,303a,1,3b9c
3564,e834,0,e834
68d9,2ab1,1,68d9
eb5d,039f,1,eb5d
5f0a,6eb8,1,ee47
cddd,8739,0,cddd
eb5d,f0a3,0,f27a
f366,ca63,0,f368
bd24,3546,0,bba5
ffc9,735c,0,ffc9
c43d,f815,0,f815
69fc,6186,0,6b5e
e2f7,40b7,0,e2f2
49cb,3740,0,4a05
ec0d,959a,1,ec0d
717c,aa75,0,717c
b9b6,c77e,1,46c7
02d1,aa51,0,aa51
aa42,ab8b,0,aee6
918e,8d0f,1,8e0d
4d7c,4bcb,1,465a
e81b,f2c4,0,f3cb
8d49,1d22,1,9d77
c437,0a81,0,c437
daa1,1b10,0,daa1
0480,dd95,1,5d95
471b,b88a,0,468a
3dca,2256,0,3dd7
41ce,740d,0,740d
73c8,234e,0,73c8
554d,4281,0,5581
b0d3,9b1a,0,b0ef
0258,e957,1,6957
5910,ef9e,1,6fc6
6d2a,4ffb,0,6d32
aa5a,ce81,1,4e7e
d97d,73d7,1,f3ed
78c3,c099,1,78c3
872b,6fe4,0,6fe4
4d21,ac48,1,4d25
ecfc,c9b5,0,ecff
e747,6271,1,e940
148f,537e,0,537e
1ccb,ba82,0,ba78
9d89,c526,0,c527
a56c,007f,0,a56c
08ea,be91,1,3e91
5cc4,1d83,0,5cc4
8d65,fdaf,1,7faf
2e12,b835,1,38f7
4e16,b3cc,0,4e06
3d68,7548,1,f548
52f0,2531,1,52ef
6080,54eb,0,611d
2f86,e984,0,e984
64f2,79e7,0,7a0f
995b,77f4,0,77f4
99b1,f08d,1,708d
7429,4a38,1,7428
481b,bee6,0,467c
ff09,e5d4,1,ff09
1ad0,7c31,1,fe31
c112,ef6b,1,6f6a
5ff4,553e,1,5ea4
7e9d,34f7,0,7e9d
4053,4ff8,1,cf6e
f733,bae1,1,f733
66e6,b877,0,66e5
8d28,a0b3,1,208a
eff3,3aef,0,eff3
d4aa,b2a1,0,d4ad
9bc9,0e89,0,9af8
64f8,3d91,1,64f7
200f,3130,0,3171
03fe,7d81,1,ff81
af7c,0d04,1,af81
0427,57d5,1,d7d5
4620,524c,0,5310
a451,5d0b,1,dd0b
5685,4f53,0,582d
cb96,eb90,1,6b88
907d,2b54,0,2b42
5008,7bd2,0,7bd3
aa7a,650f,0,650f
637a,a590,0,637a
9ba6,0fc1,1,9c4f
577b,d07c,0,553d
5910,5668,0,5c22
abf9,1d0c,1,ac4d
ffe2,e3fe,1,ffe2
8337,d2b3,1,52b3
d24a,60e3,0,607e
49f4,da6e,1,5acd
2e56,46d5,1,c6bc
3ef4,3790,0,406c
5eb2,6a4e,1,e978
782b,4583,0,782b
5c77,6a11,0,6aa0
315d,e905,0,e905
016a,9768,1,1768
1c82,9fcd,0,9a96
a490,c5c9,1,45c4
6956,acfd,0,6956
4ab5,f3c6,1,73c8
2a82,83f6,1,2a82
a4bd,0c48,1,a4ce
5f7c,c277,1,5f89
d46c,9df4,0,d46c
a918,7b2e,1,fb2e
ad76,d03d,0,d040
f591,46c8,1,f591
6c06,e442,0,69eb
b5f1,e1fb,0,e1fc
99e7,587c,1,d87c
e944,d09e,0,e956
3bca,b4a5,1,3d0e
36a7,36ad,0,3aaa
8e86,24d1,1,a4eb
c5e5,5473,0,5415
d684,5372,0,d196
b258,7e76,1,fe76
6354,fa7a,0,fa5d
fd1b,4ef4,0,ff1b
65ea,9df8,1,65ea
7c2e,dccd,1,7e2e
dcd9,d7b6,0,dec6
83a6,48a4,0,48a4
5d0f,ed22,0,ecd1
7d0a,1317,0,7f0a
a011,9f85,1,90e8
8a9b,8b44,1,0000
500f,7b16,1,fb15
6aba,2f29,0,6aba
04cb,45a2,0,45a2
b87c,0fe8,0,b87b
e9a8,1b59,1,e9a8
f4b8,13e7,0,f4b8
f0f8,93f8,1,f0f8
c55d,053a,0,c55d
dcf3,0db8,1,dcf3
f8ec,933f,0,f8ec
682c,ab8d,0,682c
08b7,4fab,0,4fab
f341,32c7,0,f341
fe76,608b,0,fe76
c0bc,448a,1,c6e8
1280,3f9d,0,3f9e
393a,647c,1,e47b
a980,062a,1,a983
2d3c,23c2,0,2e34
9647,ce6f,0,ce6f
c144,1c49,1,c146
bcb7,73b1,1,f3b1
9547,c9af,0,c9af
ab69,a6e7,1,a7eb
7946,3ce2,1,7946
f8d0,a24e,1,f8d0
8ae9,6d14,1,ed14
4b74,fb67,1,7b67
5a53,1342,0,5a53
a828,bfc7,1,3fa6
736c,fcda,1,7eda
cbc3,ed92,0,ed96
9b7e,6adc,1,eadc
f720,801c,0,f720
5163,9769,0,5163
52c4,3ff5,1,5284
ea1a,8d78,0,ea1a
74b1,77cf,0,7a40
7e6d,4480,1,7e6d
9e4e,0ef5,1,9ebd
65a4,62a6,0,687c
3a89,d24b,1,5265
aa8e,f490,0,f490
1916,c3b6,0,c3b5
5861,c406,1,5881
461c,e21b,0,e20f
c624,e579,1,6573
e687,f10d,0,f1de
14d3,da63,0,da63
507d,a3e8,0,507d
9ba5,ad2c,0,ad69
ae90,944e,1,ae7f
8244,9b22,1,1b22
3ed2,b28e,0,3e00
8526,da6f,0,da6f
9353,70dc,1,f0dc
862a,4a62,0,4a62
e4f5,a410,1,e4f5
9868,7e75,1,fe75
830a,9aa5,0,9aa5
11f7,237e,0,23dd
75e1,96f9,1,75e1
08fa,ad73,1,2d75
7fd2,dbf0,1,7fd2
0bdb,efe2,1,6fe2
6ae6,fed6,1,7ed6
7d05,40df,1,7f05
2e2f,e0f2,1,60f2
103d,2840,1,a82f
1218,e500,1,6500
3e9a,841c,0,3e9a
e16b,f623,0,f64e
0b08,0206,1,0b08
23cc,384e,1,b82f
abb5,b84a,1,379d
a230,4d57,1,cd58
6941,c2e0,0,693f
d5ea,3536,1,d5ef
2f98,bd55,1,3dce
b1df,97a0,1,b1d0
04f0,0cb8,1,8af8
862c,544d,0,544d
a6ff,59fd,1,d9fd
f4f9,c638,0,f4f9
3e9d,3fe7,1,b528
984e,b8e7,0,b8eb
37b2,a741,1,3813
405f,3670,1,3f22
935d,5fdb,0,5fdb
0048,9a86,0,9a86
bfa3,fdf7,0,fff7
c31b,9e26,1,c318
fa17,c228,1,fa17
3e4a,854f,1,3e4a
b933,acda,0,b9ce
de17,8f8b,1,de17
c7dc,d8e8,1,58a9
e4b4,f386,1,72f0
4bf9,1ef8,0,4bfa
742f,9adc,0,742f
c618,11c6,0,c618
750d,3f2c,1,750d
3e1a,ec85,1,6c85
32ec,2439,1,3265
6935,63ae,0,6b20
0fba,1ff3,1,9f77
8c51,2481,1,a492
47eb,9d89,1,47ec
f4b6,a86f,0,f4b6
9b3e,07f5,0,9afe
3605,7ac9,1,fac9
55e6,e2a3,0,e1e6
e5eb,bf40,0,e5ed
4733,a43e,0,472f
47f3,b73d,1,4833
5ba9,6b15,0,6b90
c03a,c693,1,4476
e9dd,3212,1,e9dd
4f01,e276,0,e23e
3911,0106,0,3911
60e5,2f1c,1,60e5
8b8d,ab05,0,ab0d
3428,3c74,0,3d7e
ee90,3f19,1,ee90
cd2b,35e2,1,cd43
c529,e344,1,633a
7f23,fdde,1,7fde
1677,8fe7,1,1838
ff5d,fbda,0,ff5d
1882,c4b8,0,c4b7
ff71,bdc9,1,ff71
4b14,a36d,1,4b16
02eb,2644,1,a644
a744,fca9,0,fea9
cb0e,0d23,0,cb0e
a410,8353,1,a410
83ef,b404,0,b404
1a12,f297,0,f297
4244,d124,0,d0c0
706a,24ad,0,706a
6b0c,314d,1,6b0c
a25f,5216,0,5216
35c6,65b7,0,65b7
a208,0af8,0,a1ec
84f9,d8ef,0,d8ef
b485,b40e,1,a770
18ab,0133,0,18ab
b6b7,11a9,1,b6ba
05b7,98c5,1,18f3
ae2a,500b,0,5008
44ec,270e,0,44f3
7b1d,e0e3,0,7b09
ab28,2ac0,1,aef4
33b0,4f06,0,4f15
6123,ea91,1,6bda
1e4a,243a,1,a14f
d85f,972c,0,d85f
5d56,a738,0,5d56
28ab,536e,1,d36d
1aee,eaa4,0,eaa4
ec20,8178,1,ec20
9f25,d100,0,d100
f279,dd30,1,f250
81f8,cbb9,0,cbb9
24ef,2359,1,1d0a
30b8,b8f1,1,3a1f
8ef5,7d92,0,7f92
0b5a,7d40,1,ff40
c05a,fbd7,1,7bd7
5362,b294,1,5369
f14a,46cc,0,f149
9c7b,75e3,1,f5e3
fc6e,dda8,1,fe6e
54b2,b9ac,1,54bd
4fbf,3257,1,4fb2
b329,e607,1,6607
c451,a898,1,c448
8f20,f2f8,0,f2f8
6d1b,8007,1,6d1b
3ad4,793a,0,793a
7fcb,f53d,0,7fcb
6ac1,2fd5,0,6ac1
f7cb,4678,1,f7cb
38b1,8d34,1,38b2
de41,2c83,1,de41
fe5b,b27b,1,fe5b
a9ab,ffa2,0,ffa2
a71d,d8d8,0,d8d8
6229,a556,0,6229
0bd1,7687,0,7687
e534,4573,1,e539
446b,2a1b,1,445f
224c,96bd,0,2174
f3bf,d850,1,f3ae
0572,ed5c,1,6d5c
791f,78cf,0,7c00
e3b8,648d,1,e834
3462,9b57,1,3471
fdf4,84a0,1,fff4
e605,607f,1,e822
5894,e419,0,e30d
0632,e1a8,0,e1a8
8f13,67da,1,e7da
4496,c060,1,46c6
d13d,202f,0,d13d
9b8f,5bc6,0,5bc6
b066,0a9c,1,b068
1115,d66c,0,d66c
b1a5,fab8,0,fab8
d33a,a95e,1,d339
fe30,fe14,0,fe14
6c28,9756,0,6c28
72d4,8c56,1,72d4
3ac0,d118,1,5133
7b6e,7c55,1,fe55
8d16,6c22,1,ec22
cee9,3d03,1,cf39
7a32,bac8,1,7a32
e129,3bd1,0,e127
6c73,f257,1,7448
df71,d648,0,e082
b855,485e,1,c8a3
40a1,60af,0,60b4
df72,fd36,1,7f36
ca50,6b46,0,6b40
ae31,c83c,0,c848
77cd,d2d8,0,77ca
1ed4,4d14,1,cd14
f52e,2566,0,f52e
ad22,363c,0,34f4
e4fc,b898,1,e4fb
5925,55b4,1,5496
908c,c476,1,4476
94ff,954c,1,04d0
03cf,cd61,1,4d61
85ef,0aaf,1,8cd3
64fb,55f5,0,655a
b7bc,bad1,0,bd58
1493,1373,0,1826
be42,a8db,1,be1b
26b1,2438,0,2974
5ded,752e,1,f516
2c18,8b10,0,2c14
8667,9e0e,0,9e28
9162,fe0f,1,7e0f
0a84,21a5,0,21bf
83d7,5521,1,d521
0d43,a78c,1,27a1
7374,f29e,0,66b0
8e59,74ba,0,74ba
e61e,4890,1,e627
4b64,d667,0,d57a
0c34,f908,1,7908
b721,5b3f,1,db43
c1c0,51a0,0,5144
6922,549f,1,68fd
33c6,2a5e,0,34af
fc33,1f87,0,fe33
4dcc,cca9,0,448c
0ef5,713e,0,713e
5732,dbee,1,5dc4
9c91,3561,1,b573
f858,22c0,0,f858
180d,8078,1,180d
5f67,5b99,0,619a
2e45,8f34,1,2e4c
35a2,40b3,0,4167
5599,2031,0,5599
e896,3ca8,0,e895
93ec,3492,0,348e
029b,1878,1,9878
0d40,ad13,1,2d18
74ef,064a,1,74ef
bc09,1f29,1,bc10
2a15,aa6c,1,2e40
090d,5b6b,1,db6b
620b,48d2,0,621e
a091,cb69,0,cb6a
cc9f,9205,1,cc9f
310b,23e4,0,3189
7ee7,cbfc,0,7ee7
c578,bca3,0,c6a1
029d,766f,0,766f
8e53,bee0,0,bee0
cca9,88af,1,cca9
b6a6,b089,1,b462
2965,e69b,1,669b
ce35,b381,1,ce26
9f96,4f84,0,4f84
c1bc,5cc6,0,5cbb
b58e,dd05,1,5d04
99e3,af3d,0,af6c
2071,5b49,0,5b49
ae52,041a,0,ae51
2056,3b43,1,bb32
adc7,a272,0,ae95
b676,0e1b,0,b674
31dd,4e91,0,4e9d
17cd,fb91,0,fb91
49f6,5156,0,52d4
596c,5009,1,586a
ac00,835b,0,ac00
c651,2a2a,0,c645
4b13,5b59,1,dae8
cd23,bf8e,0,cd9c
1e41,bb71,0,bb64
a6bc,19ab,0,a607
1de7,412d,1,c12a
63c6,f9e0,1,79ff
2434,a141,0,1e4e
a92b,6257,1,e257
e790,10f6,1,e790
3fd4,82b4,1,3fd4
cda9,612f,0,6102
4936,ee5e,0,ee5b
3017,d46e,1,5470
9d7d,e6ce,0,e6ce
9f85,1c94,1,a20c
702b,07c6,1,702b
841a,e18c,1,618c
5fde,ece1,1,6d5f
022d,1e93,0,1e93
60c3,0d52,0,60c3
f40a,d8a9,1,f401
20a9,8d1f,1,20d2
4274,4c40,0,4d0e
0d8d,8fe0,1,12b6
28c2,f24b,1,724b
b4c7,8a74,0,b4c8
654e,6f37,0,7045
4d39,edd7,1,6ddc
61cd,3bde,0,61cf
002e,39cb,0,39cb
4501,dd21,0,dd0d
7ca0,b854,0,7ea0
1326,9b2e,0,9964
d0e7,c5bc,0,d19e
9b3c,73bd,0,73bd
1f32,ee9a,0,ee9a
0481,b18e,1,318f
4cba,d522,0,d3e7
afa9,b675,0,b830
b558,5d91,0,5d90
d827,ea19,1,69d7
3d46,bbb2,1,4090
4e07,ff73,0,ff73
59f1,c8a5,0,59a7
b2e9,3615,1,b8c5
10e6,445c,0,445c
f162,dee8,1,f12b
3f87,2bf4,1,3f47
5125,3d07,0,514d
7de5,4970,0,7fe5
745b,afb5,1,745b
65eb,f9dd,1,7a0c
9cb9,5899,1,d899
f826,5b4c,1,f82d
e1d4,d54c,0,e27e
4b80,0dd4,0,4b80
ce69,3f84,0,cdf1
9b43,9f69,0,a185
957f,7bf1,0,7bf1
7b34,2bc7,1,7b34
b24f,07cf,0,b24e
1520,88d1,1,15ba
7d31,6fc5,1,7f31
f0e3,c292,0,f0e3
e10e,8e24,1,e10e
fa2d,74b5,0,f7a5
b4f6,6817,0,6817
1045,c850,1,4850
5738,a98b,1,5739
233a,bc62,1,3c70
4c34,bdd6,0,4bad
0932,5f02,0,5f02
610d,0de7,1,610d
0cde,5e17,1,de17
9d8b,b723,0,b739
5b26,c4bd,1,5b4c
a145,c225,1,4220
2d7a,55e4,0,55e5
ce49,661f,0,6606
2c57,23d0,0,2d51
ed6a,d17d,0,ed75
a30d,bee6,0,bef4
b253,1a6d,1,b26d
5317,23df,1,5317
99d0,1ee3,0,1bf6
2581,56c1,0,56c1
691b,3324,1,691b
52bb,7e74,0,7e74
b439,970a,0,b440
6ace,8377,0,6ace
4a44,01ad,0,4a44
ffb3,f2d7,0,ffb3
c428,b1cd,0,c456
eac8,fe7f,0,fe7f
1ee1,ca09,1,4a0a
d532,0640,0,d532
33d7,8d35,0,33d4
bba4,70e7,0,70e7
d6e6,9a21,1,d6e6
1cd7,8bfe,0,1c97
94e3,0e08,1,9665
968b,a291,0,a362
fd20,0b1e,1,ff20
9b29,2649,1,a72e
78df,e512,1,7908
bd59,518e,1,d1b9
5a0c,f07a,0,f062
a64e,28a3,0,21f0
fc1c,ef04,1,fe1c
7f7a,27ab,1,7f7a
543f,31f1,0,5442
65c1,7dd1,1,ffd1
a495,825e,0,a495
f0dc,1b80,0,f0dc
c2da,d68d,1,5656
8487,c64b,0,c64b
71e2,c030,0,71e2
c66c,1366,0,c66c
3a14,f5a7,0,f5a7
8986,0fdf,1,9151
8c39,e893,0,e893
e3db,6987,0,6720
e000,f31b,0,f35b
2eea,b558,1,3712
e03d,1f81,0,e03d
cf8b,4233,1,d029
6efe,2aa1,1,6efe
47b5,faa7,0,faa7
7f92,948c,1,7f92
f732,27a0,0,f732
f431,9613,1,f431
2756,c762,0,c75b
7075,1af7,1,7075
203c,087e,1,202a
5d37,5bc9,1,554a
871a,a42d,1,2426
e9eb,3c9e,1,e9ec
2d6d,be35,0,bdde
25ee,a112,0,22ca
9c0c,df81,0,df81
9385,50ce,0,50ce
bc66,4a5e,1,caeb
4664,7613,0,7613
83e6,65b3,1,e5b3
1a79,11df,1,1901
3fe5,68cd,1,e8cc
8689,9216,1,1145
b87b,3ded,0,3b5f
e082,cd92,0,e0af
f5f3,ed9b,1,f48c
6375,2a8f,0,6375
d65d,44b8,1,d6a8
01f7,4f4e,1,cf4e
8ce1,59c2,1,d9c2
0d75,330a,0,330d
83d2,f570,0,f570
b737,f35b,1,735b
606c,72d0,1,f289
e33a,111b,0,e33a
0109,c4dc,0,c4dc
e25c,022e,0,e25c
cfdb,f5d2,0,f5d4
d5d5,c55b,0,d62b
1ddc,1df8,0,21ea
8adb,9df5,0,9e2c
3fbb,d1f5,0,d1b7
8b80,3d78,1,bd78
dbd0,3bfe,0,dbc8
a7b9,8901,1,a7af
00e8,829e,1,0000
e6d6,511e,0,e6ad
28d0,747a,0,747a
ec59,9102,0,ec59
27ac,653b,0,653b
6858,0109,0,6858
4e89,187e,1,4e89
0400,392b,0,392b
4286,620c,0,6213
cd14,f9a4,0,f9a5
f08c,7d72,0,7f72
ed98,b3ab,0,ed98
2141,29d0,1,a880
ceae,3f22,0,ce3c
49fd,6a54,0,6a5a
d188,2afe,0,d186
1739,1ab4,0,1d28
647b,a032,1,647b
c159,c32f,1,3b58
0021,8447,1,0447
9e27,ec86,1,6c86
cbdc,469a,0,c88f
3d8c,a52d,0,3d77
e4e9,4ec2,0,e4ce
0020,4ca9,0,4ca9
8f99,558a,1,d58a
6889,ebc0,1,6e24
53ae,488a,1,528c
154b,687e,1,e87e
a023,74eb,1,f4eb
3ded,db18,0,db0c
c6f1,157c,1,c6f1
7c49,7b85,0,7e49
d9ac,5672,1,dc72
16d1,80e3,1,16d1
be43,5ef4,0,5eee
509c,4a66,0,5236
f09c,5cb9,1,f0c2
9f8e,7839,0,7839
8e4d,024b,1,8e4d
9aa0,d0f4,0,d0f4
ee25,9c8e,1,ee25
b8b3,7c78,0,7e78
bdec,3ccb,0,b484
a1e1,3375,0,3317
de15,52d3,1,deef
4022,e894,1,6895
1a91,1575,1,17ad
4469,a3c6,1,446d
cde9,4fc6,0,4774
0ce1,aecb,0,aec6
857d,2c56,0,2c55
b0e8,e31e,1,631e
695e,ea94,0,e0d8
7ed7,b12d,1,7ed7
b8e3,fc46,1,7e46
6c60,d7b4,0,6c41
773c,5fd7,0,775b
66a6,2923,1,66a6
7839,869f,1,7839
6d2e,8cca,1,6d2e
db10,ebff,0,ec38
32fd,fbc3,1,7bc3
b345,c528,1,44ee
086b,43c4,1,c3c4
eb76,5018,1,eb86
5e90,6722,1,e57e
5e09,4d77,1,5db2
6089,975e,0,6089
2c1b,4e67,0,4e6b
b5c8,b6fd,0,ba62
3193,1ec9,0,31c9
0c08,d827,1,5827
0a20,87cf,1,0d04
ac86,07b0,0,ac84
a710,bee2,0,befe
4e55,973a,1,4e55
1691,da98,0,da98
50db,e0d0,1,611e
105d,8979,0,0dfe
d016,c7c0,1,ce3c
d778,3c5e,1,d789
c053,fdb0,0,ffb0
4988,6675,0,6680
9b6b,4aff,0,4aff
b0b6,f9b7,0,f9b7
5953,3659,0,5956
f415,ea2f,1,f29e
774e,a9d0,0,774e
7b7c,e05f,1,7b8d
e8f4,f9de,0,fa2d
69ff,f01c,0,ed38
32e2,6c99,1,ec99
99b0,9cd9,1,1802
6ffe,3caa,0,6ffe
d970,c5d0,0,d99e
7a39,3a80,0,7a39
172e,c83f,0,c83f
7467,683f,1,73be
63e5,fc15,0,fe15
af5e,c750,1,4733
b1bc,ed72,0,ed72
030b,1363,1,9363
aab1,a5d1,0,accd
12c5,d06f,1,506f
92b9,913c,0,95fa
837c,b84f,0,b84f
490d,ff18,0,ff18
97e5,99e1,1,13ba
9d54,de7a,0,de7a
e88b,a736,0,e88b
6696,504d,1,6674
7e17,a6ed,0,7e17
c18f,c0e8,1,b538
47ce,ac11,0,47be
852c,6bef,0,6bef
eadb,5e48,0,ea12
daeb,9533,0,daeb
637a,7774,1,f738
bf79,e613,0,e615
d30d,a841,1,d30c
c449,673f,0,673b
e798,68c6,1,ec49
2848,afae,0,ad8a
65e6,6e4a,0,6fc4
fa09,c6e4,0,fa09
1b47,c45b,0,c45a
2234,b82d,0,b814
831c,35da,1,b5da
10aa,110f,1,8000
867b,3b0c,0,3b0c
3544,6646,0,6646
df6c,f0d4,1,7099
b00b,88b2,0,b00c
274a,250d,1,207a
74cb,90b3,1,74cb
4629,3177,0,4655
3657,dc46,0,dc44
af7f,f095,1,7095
5fca,bc64,0,5fc6
3c1f,3a02,0,3f20
e590,c1b6,1,e58d
b87f,13c5,1,b881
7cbc,58f8,0,7ebc
5bb6,3703,0,5bba
ab2f,c3b4,0,c3d1
53ef,0807,0,53ef
3447,62fa,1,e2f9
7e3b,1473,0,7e3b
efa3,daf2,0,efdb
2828,b85e,0,b81c
850b,cae5,1,4ae5
d9b3,3df2,1,d9bf
fb8a,9d77,1,fb8a
a39e,bfc8,0,bfd7
8f44,7991,1,f991
38f1,2f0a,1,3810
0a6d,cd91,1,4d91
8afc,1506,0,1426
e672,9485,0,e672
0aab,26e7,1,a6da
5832,5393,0,5a17
1c40,3ad9,0,3ae2
3924,390d,1,21c0
b28b,43f2,0,4389
5b22,205c,1,5b22
cc90,c404,1,cb1e
7403,f820,0,f43d
4533,5b59,1,db2f
f3c9,6c02,1,f4e5
7199,010f,1,7199
bcc2,009a,1,bcc2
e4d5,bdd6,0,e4d6
0592,edb5,0,edb5
6574,81ad,1,6574
285f,2548,0,2b03
3fd1,1fba,1,3fc9
ba24,97b7,0,ba28
ca8d,da0d,1,59a4
8072,7725,0,7725
b055,03ee,1,b055
a27d,6b4b,0,6b4b
ff8b,b33d,0,ff8b
63ec,df16,0,6061
bebf,b7b5,1,bcd2
546e,f402,1,7406
4384,b6a1,0,42b0
2b98,82ba,1,2b98
8732,ae67,1,2e65
6762,c7bf,0,675a
51ed,0268,0,51ed
30f6,eb61,0,eb61
8d38,3728,0,3727
a930,c563,1,4559
3321,c961,1,497e
7763,112e,0,7763
7dea,b2f6,1,7fea
522f,3548,0,523a
fd25,0f6f,1,ff25
651f,5a6d,0,65ed
ada0,78ff,0,78ff
1546,ad34,1,2d49
4c7d,8821,0,4c7d
a0b3,712b,1,f12b
dada,873f,0,dada
027e,7e12,1,fe12
02ea,06f2,1,86f2
652b,ff71,0,ff71
40f1,6807,0,6808
ea30,1d59,0,ea30
a103,7635,0,7635
2fd1,4161,1,c122
a527,9e68,1,a31a
a564,cbcf,0,cbd2
9e06,c363,0,c366
884b,c8c3,0,c8c3
8237,4c6d,1,cc6d
d43a,cfb4,0,d627
10b3,7cd3,0,7ed3
2a73,a91a,0,2164
dc56,0880,1,dc56
f188,4311,1,f188
697b,f2d4,0,f175
c8f1,5603,1,d6a1
7083,7693,1,f452
7ff0,56bb,0,7ff0
efaa,efc7,1,5740
bbd9,73c9,0,73c9
57cf,e975,1,69b3
b859,b72b,0,bbee
03f7,c61e,1,461e
29a0,f569,1,7569
7539,d195,0,7536
6a15,3b74,0,6a15
c071,416f,1,c4f0
bd8a,0a98,0,bd8a
ea3e,149a,0,ea3e
98f1,6397,1,e397
0e7f,b418,0,b416
46d3,2614,0,46d9
91e8,afc6,0,afd2
61b0,609e,1,5848
0d90,7f2f,1,ff2f
fa1f,ba27,1,fa1f
43b8,fffb,0,fffb
90fc,bc4a,0,bc4b
a00a,4af0,0,4aef
fc84,9714,1,fe84
0c8f,914f,1,1396
502f,0d7c,0,502f
6b52,802e,0,6b52
6b05,079d,1,6b05
b17b,6b78,0,6b78
4a8f,ecda,1,6cdd
3ae6,cb02,1,4b70
c865,9fe8,0,c866
ed7b,68a3,0,ea53
af75,6d37,1,ed37
00d0,40a6,1,c0a6
09cd,e70b,0,e70b
f983,8646,1,f983
49e6,3a94,0,4a4f
dafd,3119,1,dafe
8f31,85ec,1,8db6
7952,6025,0,7963
5903,0cf8,0,5903
f955,e467,0,f978
2c79,b3a0,1,34ee
f607,b723,0,f607
19f4,08ca,0,1a41
3e47,fe2f,1,7e2f
ee7d,80ba,1,ee7d
56b9,060c,1,56b9
151b,1d43,0,1e8a
fe08,f6bf,0,fe08
ef07,9eeb,0,ef07
aed8,fa53,0,fa53
c4a1,c300,0,c810
f772,68f2,1,f808
5d54,b8a3,1,5d56
efc3,238a,0,efc3
bed9,82e5,1,bed9
b5da,d56e,1,5568
3701,254d,1,36ac
d9b6,2c6f,0,d9b5
cb63,df7a,0,dfb5
34f8,2201,1,34c8
4dce,7d18,1,ff18
c0fa,6700,1,e702
a92c,6399,0,6399
acb6,df4a,1,5f4a
bca8,f184,1,7184
281f,aa25,1,2d22
8815,ce8d,1,4e8d
0805,09a7,1,8000
39fb,dcde,0,dcdb
4a28,0634,1,4a28
cfe1,82ce,1,cfe1
e967,eead,0,f0b0
3124,78c0,0,78c0
dea7,5b33,0,da1b
0cad,ddd4,1,5dd4
38d8,0393,1,38d8
d0d7,e497,1,6470
609b,09d6,1,609b
5c22,6994,0,6a18
5ab0,0cd9,1,5ab0
78ba,6395,1,789c
27ed,cb98,1,4b9c
041a,a410,0,a40c
097f,cebb,0,cebb
b4aa,a4f0,1,b45b
0b09,b589,1,358a
ef97,dcda,0,efe5
